theme_number,theme_name,chapter_number,chapter_name,question_id,question_number,points,question_text,options,correct_answers,comment,image_paths,url
Theme 2.6.,Rules On The Operation Of The Vehicles,2.6.01 Chapter,Examination Of The Vehicles,2.6.01-108,2.6.01-108,2 Points,You have purchased a 3-year-old car for your own personal use. The vehicle roadworthiness test certificate is new. What is the time limit until the next roadworthiness test must be performed?,,24 ,"The first general inspection of a passenger car takes place after three years, each subsequent general inspection takes place every 2 years.",,https://www.clickclickdrive.de/fragenkatalog/en/2.6.-rules-on-the-operation-of-the-vehicles/2.6.01-examination-of-the-vehicles/2.6.01-108
Theme 2.6.,Rules On The Operation Of The Vehicles,2.6.01 Chapter,Examination Of The Vehicles,2.6.01-201,2.6.01-201,2 Points,At what monthly interval must trucks with a permissible total mass exceeding 3.5 t be presented for official inspection (Hauptuntersuchung)?,,12 ,"You have your trucks with a gross vehicle mass exceeding 3,5 t bring every 12 months for the main study.",,https://www.clickclickdrive.de/fragenkatalog/en/2.6.-rules-on-the-operation-of-the-vehicles/2.6.01-examination-of-the-vehicles/2.6.01-201
Theme 2.6.,Rules On The Operation Of The Vehicles,2.6.01 Chapter,Examination Of The Vehicles,2.6.01-203,2.6.01-203,2 Points,At what monthly interval must buses be presented for official inspection (Hauptuntersuchung)?,,12 ,Coming soon...,,https://www.clickclickdrive.de/fragenkatalog/en/2.6.-rules-on-the-operation-of-the-vehicles/2.6.01-examination-of-the-vehicles/2.6.01-203
Theme 2.6.,Rules On The Operation Of The Vehicles,2.6.01 Chapter,Examination Of The Vehicles,2.6.01-205,2.6.01-205,2 Points,You have been requested to present a truck with a gross vehicle weight rating of 18 t for its vehicle roadworthiness test. What vehicle documents do you need?,A. Registration certificate Part I (Motor Vehicle Registration); B. Inspection log book; C. Registration certificate Part II (Motor Vehicle Title),A. Registration certificate Part I (Motor Vehicle Registration); B. Inspection log book,With your trucks with a maximum mass of 18 t you should use the log book and the registration certificate Part I (also called registration papers) have with you.,,https://www.clickclickdrive.de/fragenkatalog/en/2.6.-rules-on-the-operation-of-the-vehicles/2.6.01-examination-of-the-vehicles/2.6.01-205
Theme 2.6.,Rules On The Operation Of The Vehicles,2.6.01 Chapter,Examination Of The Vehicles,2.6.01-206,2.6.01-206,2 Points,You are requested to present a coach for its safety test. What vehicle documents do you need?,A. Registration certificate Part I (Motor Vehicle Registration); B. Inspection log book; C. Registration certificate Part II (Motor Vehicle Title),A. Registration certificate Part I (Motor Vehicle Registration); B. Inspection log book,Coming soon...,,https://www.clickclickdrive.de/fragenkatalog/en/2.6.-rules-on-the-operation-of-the-vehicles/2.6.01-examination-of-the-vehicles/2.6.01-206
Theme 2.6.,Rules On The Operation Of The Vehicles,2.6.01 Chapter,Examination Of The Vehicles,2.6.01-207,2.6.01-207,2 Points,You have been requested to present a trailer with a gross vehicle weight rating of 18 t for its vehicle roadworthiness test. What vehicle documents do you need?,A. Registration certificate Part I (Motor Vehicle Registration); B. Inspection log book; C. Registration certificate Part II (Motor Vehicle Title),A. Registration certificate Part I (Motor Vehicle Registration); B. Inspection log book,"must be at the trailer with a maximum total weight of 18 t, which presented for general inspection, requires the registration certificate part I (registration certificate), and the log book.",,https://www.clickclickdrive.de/fragenkatalog/en/2.6.-rules-on-the-operation-of-the-vehicles/2.6.01-examination-of-the-vehicles/2.6.01-207
Theme 2.6.,Rules On The Operation Of The Vehicles,2.6.01 Chapter,Examination Of The Vehicles,2.6.01-208,2.6.01-208,2 Points,What is entered in the inspection log book?,A. - vehicle roadworthiness test; B. - safety test; C. - tachograph inspection,A. - vehicle roadworthiness test; B. - safety test,"In the log book the date of the general inspection and safety check is entered.
The date of the Fahrteinschreibeüberprüfung not one of them.",,https://www.clickclickdrive.de/fragenkatalog/en/2.6.-rules-on-the-operation-of-the-vehicles/2.6.01-examination-of-the-vehicles/2.6.01-208
Theme 2.6.,Rules On The Operation Of The Vehicles,2.6.01 Chapter,Examination Of The Vehicles,2.6.01-209,2.6.01-209,2 Points,How can you tell when your vehicle needs to be brought in for its next safety inspection?,A. By looking at the safety inspection plate with the test sticker; B. By reading the entry made in the registration certificate Part I; C. By looking at the inspection tag on the license plate,A. By looking at the safety inspection plate with the test sticker,"When you are presented to a security check next time have to, you realize the SP sign with Mark. The other two answers are wrong.",,https://www.clickclickdrive.de/fragenkatalog/en/2.6.-rules-on-the-operation-of-the-vehicles/2.6.01-examination-of-the-vehicles/2.6.01-209
Theme 2.6.,Rules On The Operation Of The Vehicles,2.6.01 Chapter,Examination Of The Vehicles,2.6.01-210,2.6.01-210,2 Points,What is the mandatory time interval for performing the vehicle roadworthiness test for coaches and buses?,,12 ,"Buses and coaches drive a lot and transport people, which is why buses and coaches have to undergo a general inspection every 12 months.",,https://www.clickclickdrive.de/fragenkatalog/en/2.6.-rules-on-the-operation-of-the-vehicles/2.6.01-examination-of-the-vehicles/2.6.01-210
Theme 2.6.,Rules On The Operation Of The Vehicles,2.6.02 Chapter,Admission To Road Traffic Vehicle Documents Driving Licence,2.6.02-002,2.6.02-002,2 Points,What alterations can result in the permit for use (Betriebserlaubnis) being cancelled?,A. Fitting a sidecar; B. Fitting tyres of a different size; C. Fitting a rear fog lamp,A. Fitting a sidecar; B. Fitting tyres of a different size,Adding a sidecar or fitting tires of a different size impact the way your vehicle behave and will thus lead the cancelation of your permit for use. Fitting a rear fog lamp does not change the way your vehicle behave and thus is permitted.,,https://www.clickclickdrive.de/fragenkatalog/en/2.6.-rules-on-the-operation-of-the-vehicles/2.6.02-admission-to-road-traffic-vehicle-documents-driving-licence/2.6.02-002
Theme 2.6.,Rules On The Operation Of The Vehicles,2.6.02 Chapter,Admission To Road Traffic Vehicle Documents Driving Licence,2.6.02-003,2.6.02-003,2 Points,What alterations can result in the permit for use (Betriebserlaubnis) being cancelled?,A. Fitting an engine of different power; B. Fitting fairings; C. Fitting a radio,A. Fitting an engine of different power; B. Fitting fairings,Your vehicule's next roadworthiness test can be seen either in the Part I of the registration certificate or on the inspection tag that is on your rear license plate,,https://www.clickclickdrive.de/fragenkatalog/en/2.6.-rules-on-the-operation-of-the-vehicles/2.6.02-admission-to-road-traffic-vehicle-documents-driving-licence/2.6.02-003
Theme 2.6.,Rules On The Operation Of The Vehicles,2.6.02 Chapter,Admission To Road Traffic Vehicle Documents Driving Licence,2.6.02-005,2.6.02-005,2 Points,What alterations can result in the permit for use (Betriebserlaubnis) being cancelled?,A. Alterations to the gear ratio; B. Alterations to the engine to increase power; C. Fitting an electric starter,A. Alterations to the gear ratio; B. Alterations to the engine to increase power,Changing the gear ratio or the engine power impact the way your vehicle behave and will thus lead the cancelation of your permit for use,,https://www.clickclickdrive.de/fragenkatalog/en/2.6.-rules-on-the-operation-of-the-vehicles/2.6.02-admission-to-road-traffic-vehicle-documents-driving-licence/2.6.02-005
Theme 2.6.,Rules On The Operation Of The Vehicles,2.6.02 Chapter,Admission To Road Traffic Vehicle Documents Driving Licence,2.6.02-007,2.6.02-007,3 Points,You are holding a driving permit class A1. Which of the vehicles described are you allowed to drive?,A. Capacity: 120 cm³; power: 11 kW; maximum speed due to construction: 80 km/h; B. Capacity: 100 cm³; power: 12 kW; maximum speed due to construction: 90 km/h; C. Capacity: 150 cm³; power: 10 kW; maximum speed due to construction: 80 km/h,A. Capacity: 120 cm³; power: 11 kW; maximum speed due to construction: 80 km/h,"With a A1 driving permit you can ride a vehicle that has a 80km/h maximum speed, 120cm3 capacity and 11kW power",,https://www.clickclickdrive.de/fragenkatalog/en/2.6.-rules-on-the-operation-of-the-vehicles/2.6.02-admission-to-road-traffic-vehicle-documents-driving-licence/2.6.02-007
Theme 2.6.,Rules On The Operation Of The Vehicles,2.6.02 Chapter,Admission To Road Traffic Vehicle Documents Driving Licence,2.6.02-010,2.6.02-010,3 Points,What are the requirements when the motor liability insurance of your vehicle has expired?,A. - may no longer be used in road traffic; B. - must be cancelled at the registration centre; C. - must be presented for inspection at the technical test centre,A. - may no longer be used in road traffic,"It is required to have an insurance for your vehicle, without one you are not allowed to drive it",,https://www.clickclickdrive.de/fragenkatalog/en/2.6.-rules-on-the-operation-of-the-vehicles/2.6.02-admission-to-road-traffic-vehicle-documents-driving-licence/2.6.02-010
